customer_id,name,email,age,gender,location,device_type,loyalty_status,total_spend,acquisition_date
CUST1195,Diana Morgan,diana.morgan95@gmail.com,57.0,,"Sydney, Australia", desktop ,bronze,1871.98,2025-02-25 04:15:48.000000
CUST1196,Ryan Ito,,28.0,Male,,desktop,platinum,8817.51,2024-09-30 04:30:45.000000
CUST1197,David Campbell,david.campbell13@outlook.com,56.0,Male,,tablet, gold ,479.13,2024-10-07 19:46:08.000000
CUST1198,Simon Larsson,simon.larsson50@gmail.com,35.0,Male,"Sydney, Australia",tablet,silver,5318.11,2024-10-15 15:14:12.000000
CUST1199,Kai Martinez,kai.martinez70@protonmail.com,26.0,Female,"Dubai, UAE",tablet,silver,7028.56,2024-10-19 16:26:53.000000
,Raj Mitchell,raj.mitchell53@outlook.com,70.0,Prefer not to say,,tablet,silver,0.0,2024-03-07 06:15:00.000000
CUST1201,Iris Moreau,iris.moreau92@protonmail.com,42.0,,"Toronto, Canada",desktop,bronze,4847.63,2025-01-22 04:52:10.000000
CUST1202,Rosa Suzuki,rosa.suzuki52@gmail.com,70.0,Male,"Paris, France",tablet,,,2024-08-24 20:35:00.000000
CUST1203,Felix Dubois,felix.dubois81@gmail.com,46.0,Male,"Bangalore, India",tablet,gold,11605.36,2024-05-13 21:40:16.000000
CUST1204,Vera Cox,,47.0,Female,"Mumbai, India",tablet,bronze,10573.42,2024-11-23 21:45:18.000000
CUST1205,Nadia Rivera,nadia.rivera21@hotmail.com,20.0,Prefer not to say,"Chicago, USA",tablet,gold,2886.32,2024-07-05 08:25:05.000000
CUST1206,Sarah Becker,sarah.becker59@hotmail.com,52.0,Female,"Tokyo, Japan",,gold,1116.63,2025-11-14 00:10:14.000000
CUST1207,,simon.rivera5@protonmail.com,56.0,PREFER NOT TO SAY,"Tokyo, Japan",tablet,bronze,,
CUST1208,Liam Cruz,liam.cruz98@hotmail.com,22.0,Male,"Berlin, Germany",mobile,gold,4391.26,2025-02-25 16:07:53.000000
CUST1209,Caleb Cox,caleb.cox41@outlook.com,57.0,Male,"Tokyo, Japan",tablet,bronze,6286.63,2025-10-26 20:10:16.000000
CUST1210,Nathan Martinez,nathan.martinez43@outlook.com,58.0,Female,"Los Angeles, USA",desktop,bronze,6462.02,2024-03-09 14:47:14.000000
CUST1211,Simon Hassan,simon.hassan61@gmail.com,48.0,Female,"London, UK",tablet,silver,6812.54,2024-03-01 12:56:12.000000
CUST1212,Ana Sullivan,ana.sullivan20@outlook.com,39.0,Female,"Bangalore, India",desktop,bronze,9523.3,2024-08-18 13:58:21.000000
CUST1213,Mia Simon,mia.simon48@gmail.com,23.0,Male,"Houston, USA",tablet,gold,7617.66,2025-03-22 21:40:13.000000
CUST1214,Chloe Murphy,,20.0,Female,"New York, USA",tablet,bronze,5064.89,2024-07-14 13:18:39.000000
CUST1215,Alina Patel,alina.patel21@outlook.com,57.0,Male,"Mumbai, India",desktop,bronze,3085.35,2024-03-26 09:36:16.000000
CUST1216,Aisha Dubois,aisha.dubois55@hotmail.com,56.0,Female,"Delhi, India",tablet,bronze,2630.45,2025-05-02 00:21:35.000000
CUST1217,Sean Morris,sean.morris88@protonmail.com,47.0,Prefer not to say,"Mumbai, India",tablet,gold,9617.85,2024-04-06 18:29:44.000000
CUST1218,David Roux,david.roux78@icloud.com,24.0,Female,"Los Angeles, USA",desktop,bronze,,2024-04-07 07:26:47.000000
CUST1219,Vera Sullivan,vera.sullivan44@icloud.com,29.0,Male,"London, UK",desktop,bronze,6038.29,2024-05-10 11:08:48.000000
CUST1220,Tobias Meyer,tobias.meyer8@gmail.com,26.0,,"Chicago, USA",desktop,bronze,7652.39,2025-05-03 22:43:21.000000
CUST1221,Leo Morris,leo.morris45@gmail.com,57.0,Female,"Delhi, India",mobile,bronze,2991.51,2024-08-16 17:12:47.000000
CUST1222,Emily Muller,emily.muller56@icloud.com,29.0,Male,"São Paulo, Brazil",,silver,9705.11,2025-07-11 00:38:33.000000
CUST1223,Caleb Lopez,caleb.lopez59@protonmail.com,45.0,Female,"Bangalore, India",TABLET,gold,2574.37,2025-05-08 15:59:11.000000
CUST1224,Yara Andersen,yara.andersen62@protonmail.com,64.0,Prefer not to say,"London, UK",tablet,gold,12425.05,2025-06-22 04:47:39.000000
CUST1225,Jack Silva,jack.silva2@hotmail.com,48.0,Male,,tablet,silver,5622.49,2024-06-26 07:51:55.000000
CUST1226,,elif.bell63@gmail.com,22.0,Male,"São Paulo, Brazil",tablet,bronze,10349.69,2024-09-05 22:06:04.000000
CUST1227,,elsa.singh11@yahoo.com,70.0,Female,"Houston, USA",mobile,bronze,2266.68,2024-05-16 02:17:30.000000
CUST1228,Noor Suzuki,noor.suzuki69@yahoo.com,63.0,Male,"Mumbai, India",tablet,platinum,,2024-11-16 19:50:01.000000
CUST1229,Lucia Chen,lucia.chen35@gmail.com,55.0,Female,"Paris, France",tablet,silver,10540.39,2024-02-25 06:58:36.000000
CUST1230,Riya Colombo,,57.0,Prefer not to say,"Paris, France",mobile,bronze,480.66,2025-10-31 20:44:03.000000
CUST1231,Brian Martinez,brian.martinez10@protonmail.com,35.0,Female,"Mumbai, India",mobile,bronze,1698.48,2025-01-23 04:54:36.000000
CUST1232,Brian Pereira,brian.pereira14@yahoo.com,45.0,Female," los angeles, usa ",DESKTOP,BRONZE,1742.65,2024-10-29 04:29:34.000000
CUST1233,Mateo Berg,mateo.berg56@hotmail.com,67.0,Male,"Sydney, Australia",tablet,bronze,2916.07,2025-07-02 14:20:28.000000
CUST1234,Daniel Sato,daniel.sato99@outlook.com,29.0,Prefer not to say,"Bangalore, India",desktop,,7081.6,2024-03-06 16:49:49.000000
CUST1235,Vincent Jensen,vincent.jensen40@hotmail.com,69.0, prefer not to say ,"New York, USA",tablet,silver,2043.27,2025-05-10 23:47:12.000000
CUST1236,,aiden.campbell80@gmail.com,59.0,MALE,"London, UK",mobile,silver,,2025-11-01 20:06:02.000000
CUST1237,Clara Costa,clara.costa16@protonmail.com,26.0,,"Chicago, USA",mobile,bronze,127.65,
CUST1238,Ana Hassan,ana.hassan3@hotmail.com,18.0,Male,"Bangalore, India",desktop,silver,12825.13,2026-02-13 15:15:28.000000
CUST1239,Erik Robinson,erik.robinson12@protonmail.com,37.0,Male,"Berlin, Germany",tablet,silver,4535.24,2024-05-13 12:29:27.000000
CUST1240,Eva Baker,eva.baker86@gmail.com,41.0,Female,"Toronto, Canada",mobile,gold,3195.0,2026-01-11 05:29:06.000000
CUST1241,Liam Silva,liam.silva42@yahoo.com,38.0,Male,"Dubai, UAE",desktop,bronze,4341.95,2024-12-02 02:15:59.000000
CUST1242,Nina Rossi,nina.rossi17@gmail.com,21.0,Male,"Toronto, Canada",tablet,platinum,8560.62,2025-04-20 08:06:42.000000
CUST1243,Patrick Chen,patrick.chen76@hotmail.com,,Female,"Bangalore, India",tablet,,8450.93,2025-02-15 13:36:03.000000
CUST1244,Riya Peterson,riya.peterson90@gmail.com,33.0,Female,"Houston, USA",,silver,1564.99,2025-05-04 00:40:07.000000
CUST1245,Kai Romano,kai.romano52@yahoo.com,41.0, Female ,,desktop,silver,2934.24,2025-07-31 19:05:02.000000
CUST1246,Layla Walker,layla.walker87@outlook.com,25.0,FEMALE,"Sydney, Australia",mobile,silver,11175.27,2025-09-22 07:27:44.000000
CUST1247,Kevin Walker,kevin.walker46@outlook.com,45.0,Male,"Berlin, Germany",tablet,bronze,7869.87,2025-08-07 10:36:53.000000
CUST1248,Fiona Reed,fiona.reed11@hotmail.com,36.0,Male,"Chicago, USA",,silver,2960.92,2025-02-18 02:13:40.000000
CUST1249,Miles Moreira,miles.moreira30@icloud.com,44.0,Female,"Tokyo, Japan",desktop,gold,13527.28,2024-08-10 03:31:18.000000
CUST1250,Erik Roux,erik.roux59@yahoo.com,28.0,Male,"Sydney, Australia",,bronze,9451.16,2024-07-08 07:15:56.000000
CUST1251,Mateo Moreau,mateo.moreau58@icloud.com,52.0,Prefer not to say,"Chicago, USA", mobile ,bronze,7245.14,2024-09-28 02:46:12.000000
CUST1252,Mia Bernard,mia.bernard94@hotmail.com,25.0,Prefer not to say," Mumbai, India ",desktop,silver,2187.41,2026-02-11 18:03:40.000000
CUST1253,Serena Walker,serena.walker12@icloud.com,49.0,Female,"Delhi, India",desktop,bronze,13004.62,2025-12-26 02:09:56.000000
CUST1254,Eva Reed,eva.reed57@outlook.com,64.0,Female,"Paris, France",desktop,platinum,12306.38,2025-09-25 06:59:15.000000
 CUST1255 ,Jade Olsen,jade.olsen73@yahoo.com,42.0,Female,"Paris, France",desktop,bronze,3050.41,2025-06-24 10:21:14.000000
CUST1256,Henry Moreira,henry.moreira89@protonmail.com,25.0,Female,"Delhi, India",desktop,silver,3542.27,
CUST1257,Tobias Hill,tobias.hill89@yahoo.com,21.0,Female,"Mumbai, India",mobile,bronze,5926.68,2025-04-13 07:31:57.000000
CUST1258,Miles Lee,miles.lee90@protonmail.com,52.0, Non-binary ,"London, UK",mobile,bronze,10251.95,2025-06-06 11:08:00.000000
CUST1259,Yuki Lee,yuki.lee15@hotmail.com,22.0,MALE,"Chicago, USA",tablet,bronze,8679.16,2024-05-18 02:48:22.000000
CUST1260,Patrick David,patrick.david17@gmail.com,66.0,Male,,tablet,bronze,3883.08,
CUST1261,Liam Durand,liam.durand26@yahoo.com,19.0,Non-binary,"Delhi, India",tablet,bronze,6534.13,2025-04-01 18:16:07.000000
CUST1262,Erik Blanc,erik.blanc93@gmail.com,50.0,Female,"Tokyo, Japan",desktop,silver,1301.92,2024-10-17 02:36:32.000000
CUST1263,Gabriel Morgan,,38.0,Male,"Tokyo, Japan",tablet,silver,10788.17,2025-10-31 06:29:55.000000
CUST1264,Miles Robinson,miles.robinson14@hotmail.com,60.0,Male,"Los Angeles, USA",mobile,bronze,3980.59,2024-05-21 08:27:09.000000
CUST1265,Priya Yamamoto,priya.yamamoto76@outlook.com,69.0,Female,"Bangalore, India",mobile,bronze,4168.31,
CUST1266,,elena.martinez23@hotmail.com,38.0,Female,"Toronto, Canada",desktop,silver,4886.15,2025-12-14 17:27:12.000000
cust1267,Aisha Muller,aisha.muller58@outlook.com,46.0,Male,"Mumbai, India",desktop,silver,524.72,2025-07-12 16:45:24.000000
CUST1268,Thomas Tanaka,thomas.tanaka8@hotmail.com,55.0,Female,"Delhi, India",mobile,gold,1517.89,2024-05-01 14:44:11.000000
CUST1269,Chloe Lopez,chloe.lopez31@protonmail.com,23.0,Male,,tablet,platinum,7075.09,
CUST1270,Lily Andersen,lily.andersen63@gmail.com,31.0,Female,"Paris, France",mobile,gold,2964.98,2024-09-26 04:41:45.000000
CUST1271,Arjun Costa,arjun.costa12@protonmail.com,24.0,Male,"Bangalore, India",tablet,bronze,929.61,2025-01-02 19:22:38.000000
CUST1272,Simon Clark,simon.clark3@protonmail.com,29.0,Male,"London, UK",tablet,platinum,10223.32,2024-07-20 20:21:01.000000
CUST1273,Maya Dubois,maya.dubois56@hotmail.com,22.0,Non-binary,"Chicago, USA",desktop,bronze,2387.98,2025-02-27 00:10:58.000000
CUST1274,Emily Rossi,emily.rossi18@gmail.com,69.0,,,mobile,bronze,6776.42,2025-07-21 16:52:29.000000
CUST1275,Adam Pereira,adam.pereira15@icloud.com,25.0,Non-binary,"Mumbai, India",tablet,bronze,5854.78,2025-09-19 06:42:24.000000
CUST1276,Julia Levy,julia.levy36@hotmail.com,55.0,Female,"Berlin, Germany",desktop,bronze,0.0,2024-03-03 08:51:06.000000
,Luna Fontaine,luna.fontaine7@protonmail.com,60.0,Female,"Delhi, India",tablet,bronze,0.0,2026-01-28 23:23:37.000000
CUST1278,Oliver Nguyen,oliver.nguyen21@hotmail.com,69.0,female,"London, UK",desktop,gold,947.29,2025-03-15 06:45:34.000000
CUST1279,Brian Kim,brian.kim89@gmail.com,59.0,Female,"Bangalore, India",tablet,silver,9806.97,2025-09-30 18:23:02.000000
CUST1280,Henry Fontaine,henry.fontaine95@yahoo.com,61.0,Male,"Delhi, India",tablet,platinum,539.44,2026-01-20 08:48:43.000000
CUST1281,,serena.schulz80@hotmail.com,27.0,Male,"Sydney, Australia",desktop,bronze,1163.45,2025-11-08 19:06:23.000000
CUST1282,Tara Kim,tara.kim77@yahoo.com,36.0,Male,"New York, USA",tablet,silver,7106.94,2025-02-14 04:35:12.000000
CUST1283,Raj Rivera,raj.rivera91@hotmail.com,34.0,Female,"London, UK",tablet,GOLD,12076.22,2024-10-07 23:08:44.000000
CUST1284,,sana.rogers23@outlook.com,49.0,Non-binary,"Berlin, Germany", desktop ,gold,7984.13,2024-09-22 18:06:49.000000
CUST1285,Nathan Jensen,nathan.jensen56@yahoo.com,49.0,Male,"Toronto, Canada",,bronze,3983.67,2026-01-11 07:16:31.000000
CUST1286,Amara Bernard,amara.bernard64@gmail.com,27.0,Male,"Chicago, USA",tablet,silver,,2025-05-04 08:15:21.000000
CUST1287,Grace Girard,grace.girard43@gmail.com,61.0,Male,"Delhi, India",tablet,,5517.98,2024-03-21 01:22:02.000000
CUST1288,Sean Cox,sean.cox73@yahoo.com,21.0,Male,"Berlin, Germany",desktop,,0.0,2024-07-26 17:33:11.000000
CUST1289,Fatima Bell,fatima.bell16@outlook.com,45.0,Prefer not to say,"Delhi, India",tablet,bronze,5757.23,2024-04-26 01:51:59.000000
CUST1290,Grace Sullivan,grace.sullivan6@icloud.com,47.0,Female,"Berlin, Germany",desktop,gold,5046.66,2025-07-31 12:32:10.000000
CUST1291,,ethan.bertrand10@gmail.com,50.0,Male,"Mumbai, India", tablet ,,8647.42,2025-01-04 07:29:29.000000
CUST1292,Elif Yamamoto,elif.yamamoto80@outlook.com,69.0,Male,"São Paulo, Brazil", mobile ,silver,10930.09,2025-09-16 01:45:59.000000
CUST1293,Brian Bernard,brian.bernard87@protonmail.com,69.0,,"Houston, USA",tablet,gold,6734.1,2024-04-22 20:54:00.000000
CUST1294, hannah tanaka ,hannah.tanaka90@hotmail.com,,Female,"São Paulo, Brazil",mobile,silver,0.0,2025-05-10 11:01:40.000000
CUST1295,Miles Thomas,miles.thomas76@protonmail.com,61.0,Non-binary,"New York, USA",mobile,gold,0.0,2025-07-01 21:39:53.000000
,Diana Fernandez,diana.fernandez45@hotmail.com,32.0,Female,"Sydney, Australia",desktop,silver,0.0,2024-11-21 19:39:01.000000
CUST1297,Kevin Yamamoto,kevin.yamamoto96@gmail.com,26.0,Male,"London, UK",mobile,bronze,8358.43,2025-12-14 13:31:36.000000
CUST1298,David Martin,david.martin16@icloud.com,34.0,Female,"Berlin, Germany",tablet,bronze,6731.17,2025-10-28 14:11:42.000000
CUST1299,Leila Roux,,24.0,Male,"Sydney, Australia",tablet,bronze,4671.84,2024-05-21 12:34:40.000000
CUST1300,Simon Bailey,simon.bailey61@outlook.com,28.0,Male,"Tokyo, Japan",tablet,gold,0.0,2025-02-06 07:46:36.000000
CUST1301,Stefan Schulz,stefan.schulz99@gmail.com,51.0,Male,"Chicago, USA",mobile,platinum,9207.18,2025-08-23 02:10:17.000000
CUST1302,Sarah Khan,sarah.khan90@icloud.com,64.0,PREFER NOT TO SAY,"Dubai, UAE",tablet,gold,1515.6,2026-01-05 11:27:33.000000
CUST1303,Mei Pereira,mei.pereira69@outlook.com,64.0,Male,"Los Angeles, USA",desktop,bronze,0.0,2024-08-21 10:53:58.000000
CUST1304,Eva Silva,eva.silva48@outlook.com,40.0,Female,"Paris, France",mobile,silver,4942.42,2025-04-05 05:13:15.000000
CUST1305,Elena Howard,elena.howard74@protonmail.com,42.0,Male,"São Paulo, Brazil",mobile,bronze,3886.92,2025-02-19 22:00:02.000000
CUST1306,Tara Simon,tara.simon51@outlook.com,58.0,Female,"Bangalore, India",mobile,platinum,6344.71,2025-08-08 09:52:20.000000
CUST1307,Darren David,darren.david16@icloud.com,25.0, female ,"Delhi, India",mobile,bronze,907.12,2024-08-01 10:43:46.000000
,Brian Leroy,brian.leroy6@hotmail.com,37.0,Prefer not to say,"Sydney, Australia",mobile,silver,0.0,2024-10-25 14:28:15.000000
CUST1309,Diana Pereira,,60.0,Female," Sydney, Australia ",desktop,silver,3973.88,2025-05-09 01:22:02.000000
CUST1310,Sana Mitchell,sana.mitchell3@gmail.com,52.0,Male,"Sydney, Australia",mobile,,7657.73,2025-01-20 10:35:42.000000
CUST1311,Tara Fischer,tara.fischer13@icloud.com,27.0,Female,"Tokyo, Japan",desktop,bronze,6935.19,2026-01-09 14:55:55.000000
CUST1312,Fiona Hassan,fiona.hassan97@icloud.com,49.0,Female,"Delhi, India", desktop ,bronze,8658.64,2024-05-04 20:16:21.000000
CUST1313,Max Kim,max.kim11@protonmail.com,68.0,Male,"Berlin, Germany",,silver,5261.34,
CUST1314,Elsa Larsson,elsa.larsson49@outlook.com,31.0, Female ,"Mumbai, India",mobile,gold,427.84,2025-10-30 23:25:04.000000
CUST1315,Amelia Martin,amelia.martin58@outlook.com,38.0,,"Sydney, Australia",tablet,silver,12276.89,2025-08-15 06:27:22.000000
CUST1316,Stefan Stewart,stefan.stewart69@gmail.com,70.0,Female,"São Paulo, Brazil",tablet,,8377.87,
CUST1317,Noah Morgan,noah.morgan79@protonmail.com,63.0,,"London, UK",mobile,bronze,7820.4,2024-06-27 09:55:24.000000
CUST1318,Olivia Colombo,olivia.colombo9@icloud.com,22.0,Prefer not to say,"Sydney, Australia",tablet,silver,,2024-02-17 12:26:35.000000
CUST1319,Tara Larsson,tara.larsson56@hotmail.com,61.0,,"Sydney, Australia",desktop,bronze,0.0,
CUST1320,Nadia Chevalier,nadia.chevalier32@yahoo.com,37.0,,"Toronto, Canada",desktop,platinum,,2025-03-25 15:26:41.000000
CUST1321,Amara Sharma,amara.sharma81@hotmail.com,23.0,Prefer not to say,"Sydney, Australia",desktop,silver,7994.26,2024-03-27 13:08:13.000000
CUST1322,Lily Rogers,lily.rogers77@protonmail.com,47.0,Female,"Delhi, India",mobile,bronze,9872.38,2024-04-08 11:07:12.000000
CUST1323,Iris Thomas,iris.thomas46@hotmail.com,57.0,Male,"Mumbai, India",tablet,gold,4683.36,2024-10-12 18:06:29.000000
CUST1324,Fiona Rogers,fiona.rogers19@gmail.com,70.0,Non-binary,"Houston, USA",mobile,silver,2881.12,2024-10-30 04:59:53.000000
CUST1325,Elif Lopez,elif.lopez14@hotmail.com,20.0,Prefer not to say,"London, UK",tablet,gold,4410.03,2025-11-18 15:19:40.000000
CUST1326,Jason Baker,jason.baker38@hotmail.com,55.0,Male,"Mumbai, India",tablet,bronze,3581.31,2024-09-06 08:05:35.000000
CUST1327,Oscar Rogers,oscar.rogers15@outlook.com,37.0,Male,"Berlin, Germany",desktop,bronze,4041.33,2024-07-13 21:11:53.000000
CUST1328,Sasha Taylor,sasha.taylor6@icloud.com,52.0,Male,"Mumbai, India",tablet,bronze,314.92,2024-04-06 09:19:16.000000
CUST1329,Hugo Adams,hugo.adams67@hotmail.com,63.0,Female,"Mumbai, India",tablet,gold,4440.45,2024-08-03 18:52:56.000000
CUST1330,Jason Romano,jason.romano71@gmail.com,23.0,,"Berlin, Germany",desktop,,3477.9,2025-01-24 01:40:13.000000
CUST1331,Mei Blanc,mei.blanc66@icloud.com,68.0,Male,"Berlin, Germany",desktop,gold,5755.38,2025-05-30 04:00:38.000000
CUST1332,Ian Fontaine,ian.fontaine2@outlook.com,40.0,Female," Tokyo, Japan ",mobile,gold,2280.03,2025-05-16 22:32:27.000000
CUST1333,Simon Johnson,simon.johnson41@yahoo.com,62.0,,"Chicago, USA",tablet,bronze,5281.79,2024-12-25 07:20:16.000000
CUST1334,Vincent Watanabe,vincent.watanabe5@yahoo.com,39.0,Female,"Bangalore, India",desktop,silver,0.0,2025-06-26 07:53:05.000000
CUST1335,,kevin.clark89@icloud.com,29.0,Prefer not to say,"Mumbai, India",,bronze,5330.53,2024-05-12 00:25:00.000000
CUST1336,Felix Richardson,felix.richardson27@yahoo.com,37.0,Female,"Mumbai, India",tablet,platinum,,2025-05-30 19:11:42.000000
CUST1337,Aisha Sharma,aisha.sharma74@gmail.com,36.0,Prefer not to say,"Toronto, Canada",mobile,silver,66.52,2025-07-11 22:08:32.000000
CUST1338,Adam Martin,adam.martin21@outlook.com,52.0,Prefer not to say,"Houston, USA",tablet,gold,6554.27,2024-12-30 12:44:41.000000
CUST1339,Olivia Levy,olivia.levy89@protonmail.com,42.0,,"Mumbai, India",desktop,silver,6363.02,2025-08-23 06:07:26.000000
CUST1340,Marco Peterson,marco.peterson3@icloud.com,36.0,Female,"New York, USA",desktop,gold,4096.49,2024-03-24 02:14:12.000000
CUST1341,Serena Ward,serena.ward50@protonmail.com,21.0,Male,"Houston, USA",,gold,4959.65,2026-01-01 07:00:15.000000
CUST1342,,erik.reyes66@gmail.com,38.0,Male,"Bangalore, India",, silver ,1871.1,2025-07-11 01:17:42.000000
CUST1343,Raj Lopez,raj.lopez39@icloud.com,24.0,Female,"Mumbai, India",tablet,platinum,3368.53,2025-06-23 11:50:48.000000
CUST1344,Mia Leroy,mia.leroy3@icloud.com,46.0,Female,"New York, USA",mobile,gold,6379.85,2024-12-02 21:37:35.000000
CUST1345,Layla Pereira,layla.pereira93@icloud.com,46.0,Male,"toronto, canada",desktop,gold,15130.93,2024-03-29 00:00:43.000000
CUST1346,Mira Cooper,mira.cooper78@hotmail.com,29.0,Male,"Houston, USA",mobile,silver,1612.98,2025-03-16 03:04:45.000000
CUST1347,Henry Yamamoto,henry.yamamoto23@icloud.com,36.0,Prefer not to say,"London, UK",desktop,silver,7241.39,2024-06-16 01:47:06.000000
,Jason Adams,jason.adams98@outlook.com,27.0,Male,"Mumbai, India",mobile,,0.0,2025-12-16 06:24:56.000000
CUST1349,Rosa Baker,rosa.baker96@outlook.com,37.0,,"Dubai, UAE",mobile,bronze,0.0,2025-03-17 19:47:18.000000
CUST1350,Erik Williams,erik.williams55@protonmail.com,,Non-binary,"Sydney, Australia",tablet,bronze,8608.43,2025-11-30 14:59:36.000000
CUST1351,Ahmed Santos,ahmed.santos91@icloud.com,23.0,Male,"Mumbai, India",tablet,bronze,8071.56,2025-09-03 04:25:04.000000
CUST1352,Diana Anderson,diana.anderson35@protonmail.com,65.0,Male,"New York, USA",desktop,gold,6337.58,2025-08-15 20:23:27.000000
CUST1353,Olivia Laurent,olivia.laurent28@yahoo.com,65.0,Female,"Bangalore, India",mobile,bronze,7660.3,
CUST1354,,andre.tanaka35@gmail.com,68.0,,"Paris, France",desktop,bronze,526.34,2026-01-07 09:38:22.000000
CUST1355,Lucia Becker,lucia.becker79@gmail.com,39.0,Male,"São Paulo, Brazil",tablet,platinum,5329.6,2025-02-01 00:21:48.000000
CUST1356,Yara Bianchi,,41.0,Prefer not to say,"Houston, USA",tablet,platinum,5448.08,2025-07-11 08:19:42.000000
CUST1357,Ines Weber,ines.weber19@icloud.com,68.0,Female,"Mumbai, India",desktop,bronze,5155.58,2024-07-29 09:16:15.000000
CUST1358,Yuki Anderson,yuki.anderson4@yahoo.com,38.0,Female,"London, UK",tablet,gold,0.0,2025-12-24 06:09:03.000000
CUST1359,Lucas Campbell,lucas.campbell92@protonmail.com,42.0,Female,"Houston, USA",mobile,silver,2418.9,2025-05-05 22:29:35.000000
CUST1360,,nina.lee8@icloud.com,42.0,Male,"Toronto, Canada",tablet,silver,,2024-10-03 13:11:31.000000
CUST1361,Hugo Reyes,,38.0,Prefer not to say,"Sydney, Australia",mobile,bronze,12722.81,2025-11-20 00:53:21.000000
CUST1362,Victor Adams,victor.adams23@hotmail.com,37.0,Female,"Berlin, Germany",desktop,bronze,4487.5,2025-08-09 21:23:43.000000
CUST1363,Alex Rivera,alex.rivera75@gmail.com,63.0,Female,"London, UK",mobile,silver,0.0,2024-05-05 04:26:43.000000
CUST1364,Alex Bernard,alex.bernard22@gmail.com,48.0,Male,"Paris, France",,bronze,154.01,2024-06-28 23:23:26.000000
CUST1365,Marcus Taylor,marcus.taylor60@protonmail.com,58.0,Male,"London, UK", mobile ,bronze,0.0,2024-07-05 15:53:06.000000
CUST1366,Emily Costa,emily.costa42@gmail.com,68.0,Female,"São Paulo, Brazil",desktop,silver,8727.41,2025-09-23 06:24:40.000000
CUST1367,Hana Patel,hana.patel24@gmail.com,69.0,Male,"Los Angeles, USA",mobile,bronze,10487.34,
CUST1368,Jason Lemoine,jason.lemoine85@icloud.com,54.0,Male,"Paris, France",,bronze,0.0,2024-08-01 03:51:35.000000
CUST1369,Oliver Campbell,oliver.campbell80@hotmail.com,34.0,Female,"Mumbai, India",mobile,gold,771.92,2024-07-14 14:50:07.000000
CUST1370,Ana Hoffman,ana.hoffman20@outlook.com,45.0,Prefer not to say,"Berlin, Germany",mobile,platinum,3386.83,2025-10-27 21:36:47.000000
CUST1371,Hugo Williams,hugo.williams16@yahoo.com,37.0,Non-binary,"Paris, France",,bronze,3564.52,2025-11-03 02:30:48.000000
CUST1372,Thomas Garcia,thomas.garcia62@icloud.com,18.0,Female,"Paris, France",tablet,gold,2585.34,2025-02-05 13:45:38.000000
CUST1373,Raj Petit,raj.petit55@icloud.com,70.0,Female,"Toronto, Canada",mobile,bronze,282.72,2024-09-25 00:38:46.000000
CUST1374,Samuel Suzuki,samuel.suzuki66@protonmail.com,49.0,Prefer not to say," bangalore, india ",mobile,gold,997.98,2026-01-30 22:35:54.000000
CUST1375,Julia Adams,julia.adams22@protonmail.com,66.0,Male,"Berlin, Germany",desktop,bronze,5763.32,2025-04-09 17:55:05.000000
CUST1376,Lucia Chevalier,lucia.chevalier1@protonmail.com,43.0,Male,"São Paulo, Brazil",tablet,bronze,4296.86,
CUST1377,James Laurent,james.laurent63@yahoo.com,50.0,,"Toronto, Canada",desktop,gold,2782.97,2025-01-21 15:34:33.000000
CUST1378,,eva.williams91@yahoo.com,,Male,"Chicago, USA",tablet,silver,9506.89,2024-05-24 23:32:30.000000
CUST1379,Leo Ward,leo.ward50@yahoo.com,24.0,,"Tokyo, Japan",desktop,bronze,1697.26,2024-04-20 04:03:11.000000
CUST1380,Grace Singh,grace.singh99@gmail.com,62.0,Non-binary,"Toronto, Canada",tablet,silver,2521.39,2024-05-28 18:10:21.000000
CUST1381,,marco.thomas26@gmail.com,42.0,Male,"Delhi, India",desktop,bronze,9523.96,2025-01-05 17:28:04.000000
CUST1382, Hugo Meyer ,hugo.meyer37@hotmail.com,56.0,Male,"Mumbai, India",tablet,bronze,10427.83,2025-10-12 22:02:20.000000
CUST1383,Ian Reed,ian.reed12@gmail.com,65.0,Male,"São Paulo, Brazil",mobile,bronze,6451.86,2024-07-21 21:32:11.000000
CUST1384,Adam Moreira,adam.moreira98@icloud.com,41.0,Female,"Bangalore, India",mobile,platinum,2865.75,2024-04-03 05:16:15.000000
CUST1385,Amara Colombo,amara.colombo66@gmail.com,66.0,Female,"Houston, USA",,platinum,0.0,2025-08-28 16:34:09.000000
CUST1386,Gabriel Muller,,33.0,Female,"Chicago, USA",tablet,bronze,0.0,2025-06-21 10:03:49.000000
CUST1387,Julia Sato,julia.sato93@yahoo.com,57.0,,"Delhi, India",,silver,8043.13,2025-05-14 00:46:37.000000
CUST1388,Hana Garcia,hana.garcia82@icloud.com,70.0,Male,"São Paulo, Brazil",mobile,bronze,5746.82,2025-02-06 19:39:08.000000
CUST1389,Elena Peterson,,28.0,Non-binary,"Chicago, USA",tablet,silver,5845.87,2025-05-29 14:12:22.000000
CUST1390,felix suzuki,felix.suzuki17@yahoo.com,35.0,female,"Los Angeles, USA",tablet,gold,4659.49,2024-10-11 18:04:17.000000
CUST1391,Miles Bianchi,miles.bianchi16@gmail.com,24.0,Male,,desktop,bronze,3869.24,2025-08-02 10:15:05.000000
CUST1392,Miles Blanc,miles.blanc14@outlook.com,57.0,Male,"New York, USA",tablet,silver,4048.45,2025-06-15 06:20:17.000000
